State_Name,Year,Literacy
Madhya_Pradesh,2007,67.088
Madhya_Pradesh,2008,67.646
Madhya_Pradesh,2009,68.204
Madhya_Pradesh,2010,68.762
Madhya_Pradesh,2011,69.32
Madhya_Pradesh,2012,69.32
Madhya_Pradesh,2013,69.32
Madhya_Pradesh,2014,69.32
Madhya_Pradesh,2015,69.32
Madhya_Pradesh,2016,69.32
Madhya_Pradesh,2017,69.32
Madhya_Pradesh,2018,69.32
Madhya_Pradesh,2019,69.32
Maharashtra,1961,35.08
Maharashtra,1962,36.149
Maharashtra,1963,37.1111
Maharashtra,1964,38.1801
Maharashtra,1965,39.2491
Maharashtra,1966,40.3181
Maharashtra,1967,41.3871
Maharashtra,1968,42.4561
Maharashtra,1969,43.5251
Maharashtra,1970,44.5941
Maharashtra,1971,45.77
Maharashtra,1972,46.917
Maharashtra,1973,48.064
Maharashtra,1974,49.211
Maharashtra,1975,50.358
Maharashtra,1976,51.505
Maharashtra,1977,52.652
Maharashtra,1978,53.799
Maharashtra,1979,54.946
Maharashtra,1980,56.093
Maharashtra,1981,57.24
Maharashtra,1982,58.003
Maharashtra,1983,58.766
Maharashtra,1984,59.529
Maharashtra,1985,60.292
Maharashtra,1986,61.055
Maharashtra,1987,61.818
Maharashtra,1988,62.581
Maharashtra,1989,63.344
Maharashtra,1990,64.107
Maharashtra,1991,64.87
Maharashtra,1992,66.067
Maharashtra,1993,67.264
Maharashtra,1994,68.461
Maharashtra,1995,69.658
Maharashtra,1996,70.855
Maharashtra,1997,72.052
Maharashtra,1998,73.249
Maharashtra,1999,74.446
Maharashtra,2000,75.643
Maharashtra,2001,76.84
Maharashtra,2002,77.39
Maharashtra,2003,77.94
Maharashtra,2004,78.49
Maharashtra,2005,79.04
Maharashtra,2006,79.59
Maharashtra,2007,80.14
Maharashtra,2008,80.69
Maharashtra,2009,81.24
Maharashtra,2010,81.79
Maharashtra,2011,82.34
Maharashtra,2012,82.34
Maharashtra,2013,82.34
Maharashtra,2014,82.34
Maharashtra,2015,82.34
Maharashtra,2016,82.34
Maharashtra,2017,82.34
Maharashtra,2018,82.34
Maharashtra,2019,82.34
Manipur,1961,36.04
Manipur,1962,36.283
Manipur,1963,36.5017
Manipur,1964,36.7447
Manipur,1965,36.9877
Manipur,1966,37.2307
Manipur,1967,37.4737
Manipur,1968,37.7167
Manipur,1969,37.9597
Manipur,1970,38.2027
Manipur,1971,38.47
Manipur,1972,39.589
Manipur,1973,40.708
Manipur,1974,41.827
Manipur,1975,42.946
Manipur,1976,44.065
Manipur,1977,45.184
Manipur,1978,46.303
Manipur,1979,47.422
Manipur,1980,48.541
Manipur,1981,49.66
Manipur,1982,50.683
Manipur,1983,51.706
Manipur,1984,52.729
Manipur,1985,53.752
Manipur,1986,54.775
Manipur,1987,55.798
Manipur,1988,56.821
Manipur,1989,57.844
Manipur,1990,58.867
Manipur,1991,59.89
Manipur,1992,60.951
Manipur,1993,62.012
Manipur,1994,63.073
Manipur,1995,64.134
Manipur,1996,65.195
Manipur,1997,66.256
Manipur,1998,67.317
Manipur,1999,68.378
Manipur,2000,69.439
Manipur,2001,70.5
Manipur,2002,71.144
Manipur,2003,71.788
Manipur,2004,72.432
Manipur,2005,73.076
Manipur,2006,73.72
Manipur,2007,74.364
Manipur,2008,75.008
